,months_as_customer,age,policy_number,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,Contract Years,total_premiums_paid,net_value_of_customer,days_since_policy_binding,policy_bind_date_month,policy_bind_date_day,incident_date_month,incident_date_day,auto_make_encoded,auto_model_encoded,incident_city_encoded,incident_severity_encoded
835,370,55,528259,IN,500/1000,2000,1389.13,7000000,456203,MALE,JD,other-service,basketball,wife,0,-53200,Vehicle Theft,Unknown,Minor Damage,None,NC,Northbrook,4814 Lincoln Lane,6,1,Unknown,0,2,Unknown,9000,900,1800,6300,Mercedes,ML350,2015,N,30.833333333333332,42831.50833333333,33831.50833333333,787,12,22,2,17,8,24,4,1
836,257,43,797636,IN,100/300,1000,974.84,0,468984,FEMALE,JD,transport-moving,kayaking,other-relative,52100,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,VA,Northbend,2381 1st Hwy,0,1,NO,0,1,YES,85320,21330,7110,56880,Nissan,Pathfinder,2006,N,21.416666666666668,20877.823333333334,-64442.176666666666,8318,5,19,2,26,9,29,3,2
837,9,24,326180,IL,100/300,2000,1304.46,0,473349,FEMALE,PhD,machine-op-inspct,golf,other-relative,51700,-33300,Vehicle Theft,Unknown,Trivial Damage,None,NC,Arlington,6939 3rd Hwy,6,1,NO,0,3,YES,5940,540,1080,4320,Audi,A5,2001,Y,0.75,978.345,-4961.655,4634,5,25,1,31,1,5,0,3
838,185,34,620075,OH,250/500,500,1257.36,0,474771,FEMALE,PhD,armed-forces,movies,husband,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Arlington,5269 Flute Hwy,20,3,YES,1,1,Unknown,51370,9340,4670,37360,BMW,M5,2000,Y,15.416666666666666,19384.3,-31985.7,1773,4,21,2,27,2,22,0,0
839,234,43,965187,OH,250/500,500,1257.04,0,448294,MALE,Associate,protective-serv,reading,own-child,0,-48800,Single Vehicle Collision,Rear Collision,Major Damage,Police,SC,Northbrook,7197 2nd Drive,4,1,NO,2,2,YES,51600,10320,5160,36120,Dodge,Neon,2011,N,19.5,24512.28,-27087.72,9106,3,26,3,1,4,27,4,0
840,253,44,516182,OH,100/300,2000,719.52,0,606606,FEMALE,High School,farming-fishing,golf,own-child,45800,0,Parked Car,Unknown,Trivial Damage,None,SC,Arlington,1741 Best Ridge,9,1,NO,0,3,Unknown,5400,600,600,4200,Chevrolet,Malibu,1998,N,21.083333333333332,15169.880000000001,9769.880000000001,2834,5,12,2,13,3,25,0,3
841,233,39,728839,OH,500/1000,2000,1524.18,0,605220,MALE,JD,craft-repair,reading,unmarried,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Northbrook,9148 4th Hwy,20,3,Unknown,1,0,YES,48870,5430,5430,38010,Saab,95,1999,N,19.416666666666668,29594.495,-19275.505,5119,1,2,1,8,10,3,4,1
842,274,44,771509,IN,500/1000,500,1395.58,0,466612,FEMALE,JD,tech-support,reading,husband,0,0,Vehicle Theft,Unknown,Minor Damage,Police,WV,Springfield,4279 Solo Drive,7,1,NO,2,1,Unknown,5590,860,860,3870,BMW,X5,2000,N,22.833333333333332,31865.743333333332,26275.743333333332,3101,8,10,2,5,2,37,6,1
843,297,48,264221,IL,500/1000,1000,1243.68,0,463331,MALE,Masters,protective-serv,camping,wife,0,-71400,Multi-vehicle Collision,Front Collision,Major Damage,Other,NY,Springfield,9177 Texas Ave,18,3,Unknown,0,2,Unknown,54960,6870,0,48090,Toyota,Corolla,2002,Y,24.75,30781.08,-24178.92,207,7,28,2,20,12,11,6,0
844,273,47,602704,OH,500/1000,1000,1189.04,0,457843,FEMALE,Associate,prof-specialty,video-games,own-child,59600,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,VA,Northbrook,5969 Francis St,0,3,NO,1,3,Unknown,39800,7960,3980,27860,Jeep,Wrangler,2014,N,22.75,27050.659999999996,-12749.340000000004,1215,9,27,1,24,7,36,4,1
845,147,37,672416,IN,500/1000,2000,1375.29,0,609226,FEMALE,Masters,armed-forces,chess,own-child,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Columbus,9942 Tree Ave,11,3,Unknown,0,1,Unknown,56160,6240,6240,43680,Ford,Fusion,2015,Y,12.25,16847.3025,-39312.697499999995,651,4,20,1,31,5,16,1,0
846,285,42,545506,IN,100/300,500,1389.13,0,452942,MALE,Associate,priv-house-serv,golf,not-in-family,63100,-79400,Single Vehicle Collision,Side Collision,Total Loss,Fire,VA,Hillsdale,5474 Weaver Hwy,13,1,NO,0,3,Unknown,52700,5270,10540,36890,Toyota,Corolla,2005,N,23.75,32991.8375,-19708.1625,8710,3,20,1,23,12,11,2,2
847,289,43,777533,OH,500/1000,1000,1387.51,0,609390,FEMALE,Associate,sales,base-jumping,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NY,Riverwood,1102 Apache Hwy,19,3,YES,1,3,Unknown,68580,7620,7620,53340,Jeep,Wrangler,2010,N,24.083333333333332,33415.86583333333,-35164.13416666667,4404,12,21,1,11,7,36,5,1
848,427,60,953334,IN,100/300,1000,1178.61,7000000,446608,MALE,MD,craft-repair,board-games,own-child,0,-54400,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Springfield,9214 Texas Drive,23,1,YES,1,2,YES,90860,12980,19470,58410,Volkswagen,Jetta,2004,Y,35.583333333333336,41938.8725,-48921.1275,3366,12,3,2,20,13,20,6,0
849,380,53,369781,IL,250/500,2000,1166.62,6000000,602500,MALE,Associate,priv-house-serv,bungie-jumping,wife,0,0,Parked Car,Unknown,Trivial Damage,Police,NC,Northbend,8991 Texas Hwy,23,1,NO,0,3,NO,5700,570,570,4560,Saab,93,2001,N,31.666666666666668,36942.96666666666,31242.96666666666,1371,5,25,2,24,10,2,3,3
850,13,21,990998,IN,100/300,1000,1556.31,0,463809,MALE,Associate,prof-specialty,golf,not-in-family,0,-75000,Multi-vehicle Collision,Side Collision,Total Loss,Police,NY,Hillsdale,9580 MLK Ave,19,3,YES,2,0,YES,94930,8630,8630,77670,Accura,RSX,2014,N,1.0833333333333333,1686.0025,-93243.9975,3015,10,18,1,19,0,31,2,2
851,282,43,982678,OH,250/500,500,1452.27,0,611996,MALE,MD,farming-fishing,video-games,not-in-family,75800,0,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Northbend,5868 Best Drive,19,1,NO,1,2,NO,46800,4680,9360,32760,Audi,A5,2007,Y,23.5,34128.345,-12671.654999999999,3095,7,19,1,8,1,5,3,0
852,312,47,646069,OH,500/1000,1000,1212.07,0,459298,FEMALE,MD,exec-managerial,polo,wife,66900,-51800,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Northbend,5318 5th Ave,17,3,NO,2,3,NO,56320,7040,7040,42240,Mercedes,ML350,2000,N,26.0,31513.82,-24806.18,4649,6,8,3,1,8,24,3,2
853,266,46,331683,OH,100/300,2000,1578.54,0,468158,MALE,Associate,handlers-cleaners,chess,husband,0,-41400,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Hillsdale,7502 Rock Lane,18,1,NO,1,3,YES,83490,7590,15180,60720,Nissan,Pathfinder,1996,N,22.166666666666668,34990.969999999994,-48499.030000000006,2169,2,12,1,21,9,29,2,1
854,30,36,364055,IN,500/1000,500,1488.26,0,440831,FEMALE,College,machine-op-inspct,golf,wife,0,-63500,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Northbrook,4627 Elm Ridge,17,3,NO,2,2,Unknown,57900,5790,5790,46320,Saab,95,2008,N,2.5,3720.6499999999996,-54179.35,5038,5,14,2,28,10,3,4,2
855,198,36,521854,IN,250/500,1000,1096.39,0,603848,MALE,High School,armed-forces,kayaking,own-child,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Springfield,5584 Britain Lane,11,3,Unknown,1,3,YES,49410,5490,5490,38430,Audi,A3,2015,N,16.5,18090.435,-31319.565,5092,2,16,1,26,1,4,6,2
856,290,45,737252,OH,500/1000,2000,1215.36,0,617739,MALE,Associate,tech-support,reading,own-child,54400,0,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,WV,Northbend,7002 Oak Hwy,22,3,Unknown,0,1,NO,66200,6620,6620,52960,Suburu,Impreza,2012,N,24.166666666666668,29371.199999999997,-36828.8,7744,11,18,1,31,11,19,3,1
857,260,46,344480,OH,100/300,2000,1482.57,0,607133,MALE,MD,priv-house-serv,reading,husband,35000,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Columbus,4780 Best Drive,7,1,NO,0,1,NO,64080,10680,10680,42720,Toyota,Camry,2005,N,21.666666666666668,32122.35,-31957.65,9133,2,18,2,20,12,9,1,1
858,233,43,898519,OH,250/500,1000,954.18,0,437470,FEMALE,College,tech-support,dancing,other-relative,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Northbrook,8995 1st Ave,17,3,Unknown,2,3,YES,42500,8500,4250,29750,Nissan,Pathfinder,2000,N,19.416666666666668,18526.995,-23973.005,5385,5,21,2,17,9,29,4,1
859,130,30,957816,IL,500/1000,2000,1193.4,0,461372,MALE,PhD,exec-managerial,bungie-jumping,own-child,0,-40800,Multi-vehicle Collision,Side Collision,Total Loss,Other,SC,Columbus,5586 2nd St,16,3,NO,2,3,Unknown,48950,8900,4450,35600,Suburu,Legacy,2005,N,10.833333333333334,12928.5,-36021.5,890,8,26,2,2,11,21,1,2
860,230,42,175960,IN,100/300,1000,1023.11,0,476130,FEMALE,MD,adm-clerical,golf,own-child,0,-45300,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Northbend,1589 Best Ave,13,3,NO,1,2,YES,58850,10700,10700,37450,Accura,MDX,1999,N,19.166666666666668,19609.608333333334,-39240.39166666666,3734,11,16,2,6,0,23,3,1
861,212,40,489618,IL,500/1000,1000,1524.45,0,452438,FEMALE,Masters,other-service,golf,husband,73200,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,NY,Northbrook,1880 Weaver Drive,17,3,YES,0,2,YES,82400,8240,8240,65920,Nissan,Pathfinder,2006,N,17.666666666666668,26931.95,-55468.05,4402,1,23,2,11,9,29,4,1
862,299,44,717044,OH,500/1000,1000,1653.32,0,460517,FEMALE,College,other-service,bungie-jumping,other-relative,0,-48800,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Springfield,7295 Tree Hwy,3,1,YES,2,0,Unknown,54240,6780,6780,40680,Suburu,Impreza,2009,N,24.916666666666668,41195.223333333335,-13044.776666666665,2270,11,7,1,25,11,19,6,1
863,91,26,101421,IL,250/500,1000,1022.46,0,444896,FEMALE,Associate,armed-forces,video-games,other-relative,52700,0,Multi-vehicle Collision,Front Collision,Minor Damage,Other,SC,Arlington,8832 Pine Drive,15,3,Unknown,0,2,Unknown,74200,7420,7420,59360,Jeep,Wrangler,1996,N,7.583333333333333,7753.655,-66446.345,5606,10,19,2,23,7,36,0,1
864,398,53,793948,IL,100/300,2000,1396.43,0,448722,FEMALE,Associate,priv-house-serv,base-jumping,unmarried,21500,0,Single Vehicle Collision,Front Collision,Total Loss,Fire,WV,Hillsdale,1620 Oak Ave,16,1,YES,2,1,Unknown,47430,5270,5270,36890,Toyota,Camry,2000,N,33.166666666666664,46314.92833333334,-1115.071666666663,8806,12,20,1,29,12,9,2,2
865,218,43,737483,IL,250/500,500,1521.55,0,477856,FEMALE,Associate,priv-house-serv,polo,other-relative,61100,-64500,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Hillsdale,3847 Elm Hwy,18,1,Unknown,1,3,YES,68200,13640,6820,47740,Dodge,RAM,2003,Y,18.166666666666668,27641.49166666667,-40558.50833333333,6897,2,14,1,2,4,30,2,0
866,152,33,695117,IN,100/300,1000,1034.27,0,617721,FEMALE,JD,armed-forces,exercise,husband,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Hillsdale,3177 MLK Ridge,18,1,NO,1,0,NO,63900,7100,7100,49700,Accura,TL,2014,N,12.666666666666666,13100.753333333334,-50799.246666666666,4989,6,10,2,6,0,33,2,1
867,212,39,167466,OH,100/300,1000,1255.35,0,454176,FEMALE,JD,protective-serv,skydiving,not-in-family,60300,-58900,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Riverwood,3929 Oak Drive,22,2,NO,0,3,YES,59300,11860,5930,41510,Dodge,RAM,2008,N,17.666666666666668,22177.85,-37122.15,1795,3,17,2,14,4,30,5,2
868,242,44,664732,IL,500/1000,2000,1396.89,6000000,618127,FEMALE,College,priv-house-serv,chess,other-relative,0,-61600,Multi-vehicle Collision,Front Collision,Minor Damage,Other,SC,Springfield,1469 Lincoln Drive,15,3,NO,1,2,YES,66900,6690,13380,46830,Suburu,Forrestor,1999,Y,20.166666666666668,28170.615,-38729.384999999995,4207,7,30,2,4,11,15,6,1
869,80,27,143038,OH,500/1000,500,795.31,0,441923,MALE,JD,farming-fishing,skydiving,husband,0,-51000,Multi-vehicle Collision,Rear Collision,Major Damage,Police,OH,Arlington,9719 4th Lane,16,3,YES,1,3,Unknown,40810,3710,7420,29680,Ford,F150,2000,Y,6.666666666666667,5302.066666666666,-35507.933333333334,148,9,17,2,12,5,14,0,0
870,260,43,979963,IN,100/300,500,982.22,0,604279,FEMALE,JD,exec-managerial,skydiving,not-in-family,54500,-72100,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Riverwood,3196 Cherokee St,18,1,Unknown,1,0,Unknown,75400,15080,7540,52780,Honda,CRV,2011,N,21.666666666666668,21281.433333333334,-54118.566666666666,2080,6,3,2,12,6,8,5,2
871,133,34,467841,IN,500/1000,500,1074.07,0,440833,FEMALE,JD,prof-specialty,bungie-jumping,husband,70900,-61100,Parked Car,Unknown,Minor Damage,None,WV,Northbend,8492 Andromedia Ridge,8,1,NO,2,0,YES,4200,420,840,2940,Jeep,Wrangler,2013,N,11.083333333333334,11904.275833333333,7704.275833333333,7414,10,11,1,28,7,36,3,1
872,290,45,219028,OH,100/300,1000,1311.3,0,451550,FEMALE,Associate,machine-op-inspct,chess,wife,38500,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Hillsdale,1353 Washington St,23,3,YES,0,0,YES,52650,5850,5850,40950,Ford,F150,2001,Y,24.166666666666668,31689.749999999996,-20960.250000000004,8577,7,18,1,10,5,14,2,0
873,322,49,130156,IL,250/500,2000,1277.12,0,431853,FEMALE,PhD,armed-forces,kayaking,own-child,0,-46000,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Hillsdale,6731 Andromedia Hwy,18,1,Unknown,0,2,YES,42240,7680,7680,26880,Chevrolet,Malibu,2007,N,26.833333333333332,34269.386666666665,-7970.613333333335,4865,9,24,1,19,3,25,2,0
874,228,39,762951,IN,500/1000,500,1388.62,0,614274,FEMALE,JD,sales,reading,husband,35200,0,Single Vehicle Collision,Side Collision,Minor Damage,Other,NC,Riverwood,5769 Texas Lane,10,1,YES,1,0,YES,59490,6610,6610,46270,Mercedes,ML350,1995,N,19.0,26383.779999999995,-33106.22,852,9,19,1,19,8,24,5,1
875,195,37,376879,IL,100/300,1000,1406.52,8000000,619148,MALE,MD,tech-support,base-jumping,unmarried,0,0,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Arlington,2849 Pine Drive,12,1,NO,0,2,NO,44200,4420,4420,35360,Jeep,Wrangler,2002,Y,16.25,22855.949999999997,-21344.050000000003,8602,7,11,1,28,7,36,0,0
876,247,39,599031,IN,100/300,500,1558.29,0,456781,FEMALE,Masters,protective-serv,reading,unmarried,0,-49300,Vehicle Theft,Unknown,Trivial Damage,Police,WV,Springfield,2577 Texas Ridge,5,1,YES,1,2,Unknown,7700,770,1540,5390,Saab,93,2000,N,20.583333333333332,32074.802499999998,24374.802499999998,8511,10,29,2,16,10,2,6,3
877,405,57,676255,IN,500/1000,1000,1132.47,4000000,434293,MALE,MD,priv-house-serv,exercise,other-relative,46300,0,Multi-vehicle Collision,Front Collision,Total Loss,Other,NY,Northbend,3841 Washington Lane,21,3,Unknown,2,3,Unknown,61440,10240,10240,40960,Saab,93,2008,N,33.75,38220.8625,-23219.137499999997,5490,12,28,1,8,10,2,3,2
878,144,37,985446,OH,250/500,2000,1896.91,0,460895,FEMALE,PhD,handlers-cleaners,sleeping,not-in-family,73700,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Columbus,8125 Texas Ridge,17,3,YES,1,3,NO,54400,5440,10880,38080,Chevrolet,Silverado,2015,Y,12.0,22762.920000000002,-31637.079999999998,835,10,11,1,24,3,32,1,0
879,338,47,884180,IL,500/1000,500,1143.46,4000000,601600,MALE,MD,priv-house-serv,polo,other-relative,0,0,Single Vehicle Collision,Front Collision,Total Loss,Other,NC,Arlington,4826 5th St,4,1,YES,2,1,Unknown,58560,9760,9760,39040,Mercedes,E400,2002,N,28.166666666666668,32207.45666666667,-26352.54333333333,7123,8,19,2,18,8,12,0,2
880,121,34,571462,IN,500/1000,500,1285.42,0,465440,MALE,MD,priv-house-serv,video-games,wife,0,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,VA,Northbrook,1578 5th Lane,11,1,NO,1,1,NO,67300,6730,6730,53840,Dodge,RAM,2000,Y,10.083333333333334,12961.318333333335,-54338.681666666664,8745,2,11,1,21,4,30,4,0
881,398,55,815883,OH,250/500,2000,1305.26,0,455482,MALE,MD,farming-fishing,skydiving,wife,66200,-49700,Single Vehicle Collision,Rear Collision,Major Damage,Fire,VA,Hillsdale,6440 Rock Lane,18,1,Unknown,1,3,YES,36740,3340,6680,26720,BMW,X5,1998,Y,33.166666666666664,43291.12333333333,6551.123333333329,8591,7,2,1,8,2,37,2,0
882,9,30,258265,IL,100/300,1000,1073.83,0,438877,FEMALE,High School,machine-op-inspct,dancing,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,Northbrook,5806 Embaracadero St,12,1,Unknown,0,0,NO,85690,15580,15580,54530,BMW,3 Series,2011,N,0.75,805.3725,-84884.6275,7603,4,10,2,2,2,0,4,2
883,115,31,569714,OH,500/1000,1000,1051.67,0,479824,FEMALE,Associate,exec-managerial,bungie-jumping,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,WV,Riverwood,1472 4th Drive,18,3,YES,0,3,NO,34160,0,4270,29890,Audi,A5,2005,Y,9.583333333333334,10078.504166666668,-24081.495833333334,3374,12,4,3,1,1,5,5,0
884,280,48,180008,IL,250/500,1000,1387.35,0,477415,MALE,JD,transport-moving,paintball,not-in-family,0,-72000,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Hillsdale,5839 Weaver Lane,16,1,NO,2,2,Unknown,61320,10220,10220,40880,BMW,M5,1998,N,23.333333333333332,32371.5,-28948.5,203,7,16,2,4,2,22,2,1
885,254,45,633375,IL,250/500,500,1083.64,0,614372,MALE,JD,other-service,paintball,husband,59800,0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NC,Columbus,7630 Rock Drive,19,3,YES,0,0,Unknown,79680,13280,13280,53120,BMW,3 Series,2004,N,21.166666666666668,22937.04666666667,-56742.95333333333,4181,9,17,2,27,2,0,1,2
886,141,30,556538,IL,250/500,1000,1851.78,0,465248,FEMALE,High School,craft-repair,exercise,other-relative,78800,0,Single Vehicle Collision,Front Collision,Total Loss,Fire,SC,Riverwood,7144 Andromedia St,13,1,NO,1,0,YES,61740,6860,6860,48020,Audi,A3,2002,N,11.75,21758.415,-39981.585,5322,7,15,2,9,1,4,5,2
887,441,55,669501,IN,250/500,500,1270.29,4000000,449421,MALE,College,armed-forces,exercise,husband,24000,-50500,Parked Car,Unknown,Minor Damage,None,VA,Arlington,9988 Rock Ridge,4,1,NO,0,0,NO,6400,640,640,5120,Honda,Civic,2002,N,36.75,46683.1575,40283.1575,2031,7,29,2,19,6,10,0,1
888,381,55,963761,OH,500/1000,500,1459.99,0,445856,FEMALE,MD,other-service,chess,wife,35900,0,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Northbrook,7544 Washington Ave,8,1,YES,1,2,YES,60600,12120,6060,42420,Accura,TL,2011,N,31.75,46354.6825,-14245.317499999997,8675,4,13,1,12,0,33,4,0
889,191,38,753005,IL,100/300,2000,1253.44,0,608525,FEMALE,Masters,craft-repair,sleeping,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Hillsdale,7201 Washington Ave,19,3,NO,2,0,NO,56320,10240,5120,40960,Volkswagen,Jetta,2007,N,15.916666666666666,19950.586666666666,-36369.41333333333,3366,11,20,2,7,13,20,2,0
890,145,34,454758,IN,100/300,1000,1142.48,0,608813,FEMALE,JD,priv-house-serv,sleeping,other-relative,0,0,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,NC,Northbend,8805 Cherokee Drive,18,1,YES,2,0,NO,52250,9500,4750,38000,Suburu,Legacy,2012,N,12.083333333333334,13804.966666666665,-38445.03333333333,9004,5,20,1,13,11,21,3,2
891,479,60,698589,IL,500/1000,1000,1188.45,0,459295,FEMALE,MD,exec-managerial,camping,other-relative,0,-44800,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Arlington,3275 Pine St,9,2,Unknown,0,3,Unknown,53900,5390,10780,37730,Saab,95,2006,N,39.916666666666664,47438.9625,-6461.0374999999985,4434,11,28,1,18,10,3,0,2
892,215,35,330119,IL,500/1000,1000,1125.4,0,606144,MALE,Masters,adm-clerical,yachting,husband,40000,-43400,Vehicle Theft,Unknown,Trivial Damage,None,WV,Columbus,7785 Lincoln Lane,6,1,Unknown,2,1,NO,2640,220,440,1980,Jeep,Wrangler,2001,N,17.916666666666668,20163.416666666668,17523.416666666668,3866,6,15,1,15,7,36,1,3
893,41,33,164464,OH,250/500,500,1294.41,0,476315,MALE,High School,transport-moving,sleeping,husband,0,0,Vehicle Theft,Unknown,Minor Damage,None,NC,Arlington,4994 Lincoln Drive,8,1,YES,0,0,Unknown,8970,1380,1380,6210,Dodge,Neon,2011,N,3.4166666666666665,4422.5675,-4547.4325,1611,9,26,2,23,4,27,0,1
894,45,31,927354,IN,100/300,500,1459.5,0,475891,MALE,MD,priv-house-serv,movies,not-in-family,0,0,Parked Car,Unknown,Minor Damage,None,NY,Springfield,1298 Maple Hwy,6,1,Unknown,1,3,Unknown,6000,1000,1000,4000,Suburu,Impreza,2000,N,3.75,5473.125,-526.875,8921,9,15,2,17,11,19,6,1
895,156,38,231508,IL,100/300,500,1367.99,0,462525,MALE,High School,armed-forces,board-games,own-child,26500,0,Multi-vehicle Collision,Front Collision,Major Damage,Fire,WV,Northbend,2644 MLK Drive,23,3,Unknown,0,3,Unknown,55200,11040,5520,38640,Saab,92x,1998,Y,13.0,17783.87,-37416.130000000005,1980,9,16,2,17,10,1,3,0
896,246,45,272910,IN,250/500,500,1594.37,0,606283,MALE,Associate,exec-managerial,board-games,own-child,0,0,Parked Car,Unknown,Trivial Damage,None,SC,Riverwood,5630 1st Drive,13,1,NO,0,3,YES,7260,660,1320,5280,Saab,92x,2008,N,20.5,32684.584999999995,25424.584999999995,5638,8,12,1,18,10,1,5,3
897,178,39,305758,IL,100/300,500,1035.99,0,465252,FEMALE,JD,exec-managerial,sleeping,own-child,0,0,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,6137 MLK St,3,3,NO,2,0,Unknown,64680,11760,11760,41160,Jeep,Wrangler,2010,N,14.833333333333334,15367.185,-49312.815,2141,3,8,1,17,7,36,6,1
898,237,43,950542,OH,250/500,500,911.53,0,449979,FEMALE,PhD,sales,basketball,husband,53200,0,Single Vehicle Collision,Rear Collision,Major Damage,Police,WV,Northbrook,5383 Maple Drive,23,1,NO,0,1,NO,59200,0,11840,47360,Chevrolet,Malibu,1998,N,19.75,18002.7175,-41197.2825,2130,4,27,2,25,3,25,4,0
899,127,34,291544,OH,500/1000,500,1319.97,0,604681,FEMALE,Associate,craft-repair,paintball,own-child,73700,0,Vehicle Theft,Unknown,Minor Damage,None,NC,Arlington,4460 4th Lane,8,1,YES,1,3,Unknown,4700,470,940,3290,Saab,92x,1998,N,10.583333333333334,13969.6825,9269.6825,3079,8,2,1,6,10,1,0,1
900,1,33,388616,OH,250/500,2000,1391.63,0,466390,MALE,Associate,sales,video-games,husband,61200,0,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Columbus,8524 Pine Lane,23,1,YES,0,3,NO,69400,6940,6940,55520,Mercedes,C300,2000,N,0.08333333333333333,115.96916666666668,-69284.03083333334,7022,12,6,2,26,8,7,1,2
901,5,21,577992,IN,250/500,500,915.41,5000000,612316,FEMALE,High School,exec-managerial,sleeping,own-child,0,0,Single Vehicle Collision,Side Collision,Total Loss,Police,NY,Northbrook,8456 1st Ave,23,1,YES,0,0,NO,40500,4050,4050,32400,Nissan,Pathfinder,1998,N,0.4166666666666667,381.42083333333335,-40118.57916666667,4473,11,13,2,11,9,29,4,2
902,64,28,342830,IL,500/1000,1000,1468.82,0,474731,MALE,JD,handlers-cleaners,skydiving,other-relative,56800,-51800,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,SC,Riverwood,3639 Flute Hwy,9,3,NO,2,1,NO,60000,5000,10000,45000,Honda,Accord,1997,N,5.333333333333333,7833.706666666666,-52166.293333333335,8497,11,9,2,13,6,6,5,1
